"","H.sst.AEN","E.sst.AEN"
"1941-06-01",-0.257618558319821,0.289770325971444
"1941-07-01",0.508770388661741,0.132940642305591
"1941-08-01",0.346665382308826,0.245255590782091
"1941-09-01",-0.035618515326079,0.104663929910515
"1941-10-01",0.627450384766921,0.246452895797945
"1941-11-01",0.328831714390365,0.400375973267223
"1941-12-01",1.02340171651708,0.32648670143723
"1942-01-01",-0.145381676016624,-0.255483160412913
"1942-02-01",-0.220984896299712,-0.199309802460853
"1942-03-01",0.942304150801253,0.180414392263395
"1942-04-01",-0.206664377373589,-0.20325596789688
"1942-05-01",-0.820860251648574,-0.999962185223177
"1942-06-01",-0.535752134916714,-0.858584614587579
"1942-07-01",-0.50951491456555,-0.686522874360637
"1942-08-01",-0.058019501012582,-0.366011150791362
"1942-09-01",0.348424811639412,0.01199896867639
"1942-10-01",0.034066821590226,-0.199271515188084
