"","H.sst.AMM","E.sst.AMM"
"1885-01-01",0.347982485827934,0.58826782997901
"1885-02-01",0.243086040679173,0.37685358806211
"1885-03-01",0.112878595037471,0.238842840207909
"1885-04-01",-0.24827963034757,0.0636898332965786
"1885-05-01",0.760041297938758,0.521499509514844
"1885-06-01",0.4909984433416,0.35011441309418
"1885-07-01",-0.0315424739550575,-0.0207602887240415
"1885-08-01",0.390976182627243,0.351959874644947
"1885-09-01",0.601158561362274,0.48565014400046
"1885-10-01",0.618965043348242,0.628396385457586
"1885-11-01",0.801014579441939,0.894981483917642
"1885-12-01",0.647090463777409,0.898424003876552
"1886-01-01",0.663271375460518,0.830302225233263
"1886-02-01",0.577436901029886,0.743174181625101
"1886-03-01",0.705531112065445,0.845893367190371
"1886-04-01",0.506959166402601,0.793754199639769
"1886-05-01",0.677492125338587,0.824576954859105
"1886-06-01",0.651115386128221,0.464488690747502
"1886-07-01",0.207393435415461,0.102504343022239
"1886-08-01",0.26850845556877,0.280741233578693
"1886-09-01",0.200413057698678,0.231134039136815
"1886-10-01",0.130488941305714,0.169621019176137
"1886-11-01",0.115384990018905,0.126689956000055
"1886-12-01",0.188553341050834,0.405378530119189
"1887-01-01",0.463732150271869,0.710863144611461
"1887-02-01",0.557164735117994,0.739427490084679
"1887-03-01",0.525484922431197,0.581873991882768
"1887-04-01",0.709412273085042,0.898419083272987
"1887-05-01",0.912446600008242,1.06231051905678
"1887-06-01",1.07969084812745,0.895549177423844
"1887-07-01",1.2242511027926,0.93664806912091
"1887-08-01",0.965159012967026,0.792851034689318
"1887-09-01",0.718536667644775,0.772788796815785
"1887-10-01",1.13584936620321,1.15087503030379
"1887-11-01",1.55061071647648,1.39250922889339
"1887-12-01",1.34830606215603,1.57318835014778
"1888-01-01",1.43596684891471,1.59505580959645
"1888-02-01",1.55532771657547,1.68111492143579
"1888-03-01",1.77346320837454,1.87681978418159
"1888-04-01",1.3044239395545,1.45415333228152
"1888-05-01",1.1282331723779,1.17367368488664
"1888-06-01",1.19628100419055,1.23531617996816
"1888-07-01",1.14929926231658,1.2183794568254
"1888-08-01",1.07086203569537,1.01163380728002
"1888-09-01",0.955251852604749,1.03112072971273
"1888-10-01",1.12139454245986,1.04154893669087
"1888-11-01",0.589880161045385,0.614618737820527
"1888-12-01",0.416826315309967,0.322141649863688
"1889-01-01",0.73273678726555,0.539292409636214
"1889-02-01",0.49797506380055,0.435186426379811
"1889-03-01",0.625792696563235,0.586814787249048
"1889-04-01",0.346704112082988,0.306490479814547
"1889-05-01",0.110100578349465,0.258848267327213
"1889-06-01",0.407729222299033,0.392785659537168
"1889-07-01",0.028273565193644,0.0985878484308058
"1889-08-01",-0.108150119942763,-0.115132034845589
"1889-09-01",-0.0594981426386143,-0.162909056420324
"1889-10-01",-0.281367616856073,-0.419737539003969
"1889-11-01",-0.309491464551892,-0.41751703070424
"1889-12-01",-0.566228044881397,-0.621163621954082
"1890-01-01",-0.579743941319768,-0.606490681890148
"1890-02-01",-0.405573248563222,-0.258097684376782
"1890-03-01",0.0131484047853073,0.139834761838549
"1890-04-01",-0.103286340592138,-0.106288193794157
"1890-05-01",-0.193737177809053,-0.0169407206177997
"1890-06-01",-0.0130820876044168,-0.0390156271114978
"1890-07-01",-0.11207553908523,-0.0570413162888785
"1890-08-01",-0.0528329685857841,-0.018247774652583
"1890-09-01",-0.647617176084305,-0.196869965214349
"1890-10-01",0.328711595135764,0.302144983373021
